InventoryID	URL
329	http://web.phonetik.uni-frankfurt.de/L/L2153.html
330	http://web.phonetik.uni-frankfurt.de/L/L4148.html
331	http://web.phonetik.uni-frankfurt.de/L/L2010.html
332	http://web.phonetik.uni-frankfurt.de/L/L6870.html
333	http://web.phonetik.uni-frankfurt.de/L/L4203.html
334	http://web.phonetik.uni-frankfurt.de/L/L2405.html
335	http://web.phonetik.uni-frankfurt.de/L/L4117.html
336	http://web.phonetik.uni-frankfurt.de/L/L8608.html
337	http://web.phonetik.uni-frankfurt.de/L/L8345.html
338	http://web.phonetik.uni-frankfurt.de/L/L4129.html
339	http://web.phonetik.uni-frankfurt.de/L/L4140.html
340	http://web.phonetik.uni-frankfurt.de/L/L2436.html
341	http://web.phonetik.uni-frankfurt.de/L/L2168.html
342	http://web.phonetik.uni-frankfurt.de/L/L2001.html
343	http://web.phonetik.uni-frankfurt.de/L/L4362.html
344	http://web.phonetik.uni-frankfurt.de/L/L6826.html
345	http://web.phonetik.uni-frankfurt.de/L/L6828.html
346	http://web.phonetik.uni-frankfurt.de/L/L6830.html
347	http://web.phonetik.uni-frankfurt.de/L/L6862.html
348	http://web.phonetik.uni-frankfurt.de/L/L6866.html
349	http://web.phonetik.uni-frankfurt.de/L/L8364.html
350	http://web.phonetik.uni-frankfurt.de/L/L2502.html
351	http://web.phonetik.uni-frankfurt.de/L/L4366.html
352	http://web.phonetik.uni-frankfurt.de/L/L2424.html
353	http://web.phonetik.uni-frankfurt.de/L/L6100.html
354	http://web.phonetik.uni-frankfurt.de/L/L2016.html
355	http://web.phonetik.uni-frankfurt.de/L/L6842.html
356	http://web.phonetik.uni-frankfurt.de/L/L6738.html
357	http://web.phonetik.uni-frankfurt.de/L/L4900.html
358	http://web.phonetik.uni-frankfurt.de/L/L2154.html
359	http://web.phonetik.uni-frankfurt.de/L/L6105.html
360	http://web.phonetik.uni-frankfurt.de/L/L6776.html
361	http://web.phonetik.uni-frankfurt.de/L/L6716.html
362	http://web.phonetik.uni-frankfurt.de/L/L2022.html
363	http://web.phonetik.uni-frankfurt.de/L/L2422.html
364	http://web.phonetik.uni-frankfurt.de/L/L2435.html
365	http://web.phonetik.uni-frankfurt.de/L/L4116.html
366	http://web.phonetik.uni-frankfurt.de/L/L6827.html
367	http://web.phonetik.uni-frankfurt.de/L/L4150.html
368	http://web.phonetik.uni-frankfurt.de/L/L4208.html
369	http://web.phonetik.uni-frankfurt.de/L/L2440.html
370	http://web.phonetik.uni-frankfurt.de/L/L4360.html
371	http://web.phonetik.uni-frankfurt.de/L/L6845.html
372	http://web.phonetik.uni-frankfurt.de/L/L4147.html
373	http://web.phonetik.uni-frankfurt.de/L/L2710.html
374	http://web.phonetik.uni-frankfurt.de/L/L6800.html
375	http://web.phonetik.uni-frankfurt.de/L/L2517.html
376	http://web.phonetik.uni-frankfurt.de/L/L2428.html
377	http://web.phonetik.uni-frankfurt.de/L/L8605.html
378	http://web.phonetik.uni-frankfurt.de/L/L6780.html
379	http://web.phonetik.uni-frankfurt.de/L/L8347.html
380	http://web.phonetik.uni-frankfurt.de/L/L2409.html
381	http://web.phonetik.uni-frankfurt.de/L/L6844.html
382	http://web.phonetik.uni-frankfurt.de/L/L6747.html
383	http://web.phonetik.uni-frankfurt.de/L/L6835.html
384	http://web.phonetik.uni-frankfurt.de/L/L2171.html
385	http://web.phonetik.uni-frankfurt.de/L/L6820.html
386	http://web.phonetik.uni-frankfurt.de/L/L6848.html
387	http://web.phonetik.uni-frankfurt.de/L/L2511.html
388	http://web.phonetik.uni-frankfurt.de/L/L6901.html
389	http://web.phonetik.uni-frankfurt.de/L/L2018.html
390	http://web.phonetik.uni-frankfurt.de/L/L2600.html
391	http://web.phonetik.uni-frankfurt.de/L/L2601.html
392	http://web.phonetik.uni-frankfurt.de/L/L6863.html
393	http://web.phonetik.uni-frankfurt.de/L/L8622.html
394	http://web.phonetik.uni-frankfurt.de/L/L4364.html
395	http://web.phonetik.uni-frankfurt.de/L/L8619.html
396	http://web.phonetik.uni-frankfurt.de/L/L2150.html
397	http://web.phonetik.uni-frankfurt.de/L/L6714.html
398	http://web.phonetik.uni-frankfurt.de/L/L4371.html
399	http://web.phonetik.uni-frankfurt.de/L/L2706.html
400	http://web.phonetik.uni-frankfurt.de/L/L2903.html
401	http://web.phonetik.uni-frankfurt.de/L/L2905.html
402	http://web.phonetik.uni-frankfurt.de/L/L6808.html
403	http://web.phonetik.uni-frankfurt.de/L/L2302.html
404	http://web.phonetik.uni-frankfurt.de/L/L2427.html
405	http://web.phonetik.uni-frankfurt.de/L/L2166.html
406	http://web.phonetik.uni-frankfurt.de/L/L2421.html
407	http://web.phonetik.uni-frankfurt.de/L/L2306.html
408	http://web.phonetik.uni-frankfurt.de/L/L2301.html
409	http://web.phonetik.uni-frankfurt.de/L/L6785.html
410	http://web.phonetik.uni-frankfurt.de/L/L2162.html
411	http://web.phonetik.uni-frankfurt.de/L/L8636.html
412	http://web.phonetik.uni-frankfurt.de/L/L2312.html
413	http://web.phonetik.uni-frankfurt.de/L/L6749.html
414	http://web.phonetik.uni-frankfurt.de/L/L8610.html
415	http://web.phonetik.uni-frankfurt.de/L/L4127.html
416	http://web.phonetik.uni-frankfurt.de/L/L6707.html
417	http://web.phonetik.uni-frankfurt.de/L/L4133.html
418	http://web.phonetik.uni-frankfurt.de/L/L8602.html
419	http://web.phonetik.uni-frankfurt.de/L/L2015.html
420	http://web.phonetik.uni-frankfurt.de/L/L4370.html
421	http://web.phonetik.uni-frankfurt.de/L/L4201.html
422	http://web.phonetik.uni-frankfurt.de/L/L2024.html
423	http://web.phonetik.uni-frankfurt.de/L/L2170.html
424	http://web.phonetik.uni-frankfurt.de/L/L4135.html
425	http://web.phonetik.uni-frankfurt.de/L/L2310.html
426	http://web.phonetik.uni-frankfurt.de/L/L2152.html
427	http://web.phonetik.uni-frankfurt.de/L/L2709.html
428	http://web.phonetik.uni-frankfurt.de/L/L4209.html
429	http://web.phonetik.uni-frankfurt.de/L/L2904.html
430	http://web.phonetik.uni-frankfurt.de/L/L2516.html
431	http://web.phonetik.uni-frankfurt.de/L/L8369.html
432	http://web.phonetik.uni-frankfurt.de/L/L4904.html
433	http://web.phonetik.uni-frankfurt.de/L/L4219.html
434	http://web.phonetik.uni-frankfurt.de/L/L8620.html
435	http://web.phonetik.uni-frankfurt.de/L/L6857.html
436	http://web.phonetik.uni-frankfurt.de/L/L2433.html
437	http://web.phonetik.uni-frankfurt.de/L/L6731.html
438	http://web.phonetik.uni-frankfurt.de/L/L6741.html
439	http://web.phonetik.uni-frankfurt.de/L/L2401.html
440	http://web.phonetik.uni-frankfurt.de/L/L2602.html
441	http://web.phonetik.uni-frankfurt.de/L/L4118.html
442	http://web.phonetik.uni-frankfurt.de/L/L4215.html
443	http://web.phonetik.uni-frankfurt.de/L/L2510.html
444	http://web.phonetik.uni-frankfurt.de/L/L2007.html
445	http://web.phonetik.uni-frankfurt.de/L/L6756.html
446	http://web.phonetik.uni-frankfurt.de/L/L4376.html
447	http://web.phonetik.uni-frankfurt.de/L/L6737.html
448	http://web.phonetik.uni-frankfurt.de/L/L4205.html
449	http://web.phonetik.uni-frankfurt.de/L/L6734.html
450	http://web.phonetik.uni-frankfurt.de/L/L6727.html
451	http://web.phonetik.uni-frankfurt.de/L/L4204.html
452	http://web.phonetik.uni-frankfurt.de/L/L6717.html
453	http://web.phonetik.uni-frankfurt.de/L/L6858.html
454	http://web.phonetik.uni-frankfurt.de/L/L4153.html
455	http://web.phonetik.uni-frankfurt.de/L/L4146.html
456	http://web.phonetik.uni-frankfurt.de/L/L4202.html
457	http://web.phonetik.uni-frankfurt.de/L/L4363.html
458	http://web.phonetik.uni-frankfurt.de/L/L4160.html
459	http://web.phonetik.uni-frankfurt.de/L/L2174.html
460	http://web.phonetik.uni-frankfurt.de/L/L2151.html
461	http://web.phonetik.uni-frankfurt.de/L/L6728.html
462	http://web.phonetik.uni-frankfurt.de/L/L2173.html
463	http://web.phonetik.uni-frankfurt.de/L/L2169.html
464	http://web.phonetik.uni-frankfurt.de/L/L2429.html
465	http://web.phonetik.uni-frankfurt.de/L/L4101.html
466	http://web.phonetik.uni-frankfurt.de/L/L8356.html
467	http://web.phonetik.uni-frankfurt.de/L/L8350.html
468	http://web.phonetik.uni-frankfurt.de/L/L8616.html
469	http://web.phonetik.uni-frankfurt.de/L/L8647.html
470	http://web.phonetik.uni-frankfurt.de/L/L4368.html
471	http://web.phonetik.uni-frankfurt.de/L/L2445.html
472	http://web.phonetik.uni-frankfurt.de/L/L6715.html
473	http://web.phonetik.uni-frankfurt.de/L/L4214.html
474	http://web.phonetik.uni-frankfurt.de/L/L8349.html
475	http://web.phonetik.uni-frankfurt.de/L/L8365.html
476	http://web.phonetik.uni-frankfurt.de/L/L2509.html
477	http://web.phonetik.uni-frankfurt.de/L/L6802.html
478	http://web.phonetik.uni-frankfurt.de/L/L4132.html
479	http://web.phonetik.uni-frankfurt.de/L/L6860.html
480	http://web.phonetik.uni-frankfurt.de/L/L6816.html
481	http://web.phonetik.uni-frankfurt.de/L/L2504.html
482	http://web.phonetik.uni-frankfurt.de/L/L4906.html
483	http://web.phonetik.uni-frankfurt.de/L/L8624.html
484	http://web.phonetik.uni-frankfurt.de/L/L6104.html
485	http://web.phonetik.uni-frankfurt.de/L/L2525.html
486	http://web.phonetik.uni-frankfurt.de/L/L6762.html
487	http://web.phonetik.uni-frankfurt.de/L/L4149.html
488	http://web.phonetik.uni-frankfurt.de/L/L2023.html
489	http://web.phonetik.uni-frankfurt.de/L/L2518.html
490	http://web.phonetik.uni-frankfurt.de/L/L6706.html
491	http://web.phonetik.uni-frankfurt.de/L/L4369.html
492	http://web.phonetik.uni-frankfurt.de/L/L4139.html
493	http://web.phonetik.uni-frankfurt.de/L/L4151.html
494	http://web.phonetik.uni-frankfurt.de/L/L2157.html
495	http://web.phonetik.uni-frankfurt.de/L/L8604.html
496	http://web.phonetik.uni-frankfurt.de/L/L2700.html
497	http://web.phonetik.uni-frankfurt.de/L/L2512.html
498	http://web.phonetik.uni-frankfurt.de/L/L6708.html
499	http://web.phonetik.uni-frankfurt.de/L/L2006.html
500	http://web.phonetik.uni-frankfurt.de/L/L6730.html
501	http://web.phonetik.uni-frankfurt.de/L/L4212.html
502	http://web.phonetik.uni-frankfurt.de/L/L2406.html
503	http://web.phonetik.uni-frankfurt.de/L/L8353.html
504	http://web.phonetik.uni-frankfurt.de/L/L4227.html
505	http://web.phonetik.uni-frankfurt.de/L/L4207.html
506	http://web.phonetik.uni-frankfurt.de/L/L6805.html
507	http://web.phonetik.uni-frankfurt.de/L/L4124.html
508	http://web.phonetik.uni-frankfurt.de/L/L6750.html
509	http://web.phonetik.uni-frankfurt.de/L/L6736.html
510	http://web.phonetik.uni-frankfurt.de/L/L2025.html
511	http://web.phonetik.uni-frankfurt.de/L/L2314.html
512	http://web.phonetik.uni-frankfurt.de/L/L6854.html
513	http://web.phonetik.uni-frankfurt.de/L/L6804.html
514	http://web.phonetik.uni-frankfurt.de/L/L6849.html
515	http://web.phonetik.uni-frankfurt.de/L/L2402.html
516	http://web.phonetik.uni-frankfurt.de/L/L2013.html
517	http://web.phonetik.uni-frankfurt.de/L/L2410.html
518	http://web.phonetik.uni-frankfurt.de/L/L6742.html
519	http://web.phonetik.uni-frankfurt.de/L/L2430.html
520	http://web.phonetik.uni-frankfurt.de/L/L2309.html
521	http://web.phonetik.uni-frankfurt.de/L/L2014.html
522	http://web.phonetik.uni-frankfurt.de/L/L2434.html
523	http://web.phonetik.uni-frankfurt.de/L/L2520.html
524	http://web.phonetik.uni-frankfurt.de/L/L6819.html
525	http://web.phonetik.uni-frankfurt.de/L/L6732.html
526	http://web.phonetik.uni-frankfurt.de/L/L6838.html
527	http://web.phonetik.uni-frankfurt.de/L/L2012.html
528	http://web.phonetik.uni-frankfurt.de/L/L8625.html
529	http://web.phonetik.uni-frankfurt.de/L/L2420.html
530	http://web.phonetik.uni-frankfurt.de/L/L2008.html
531	http://web.phonetik.uni-frankfurt.de/L/L2603.html
532	http://web.phonetik.uni-frankfurt.de/L/L4902.html
533	http://web.phonetik.uni-frankfurt.de/L/L4143.html
534	http://web.phonetik.uni-frankfurt.de/L/L2161.html
535	http://web.phonetik.uni-frankfurt.de/L/L2304.html
536	http://web.phonetik.uni-frankfurt.de/L/L6754.html
537	http://web.phonetik.uni-frankfurt.de/L/L4111.html
538	http://web.phonetik.uni-frankfurt.de/L/L2164.html
539	http://web.phonetik.uni-frankfurt.de/L/L4200.html
540	http://web.phonetik.uni-frankfurt.de/L/L8603.html
541	http://web.phonetik.uni-frankfurt.de/L/L6855.html
542	http://web.phonetik.uni-frankfurt.de/L/L4356.html
543	http://web.phonetik.uni-frankfurt.de/L/L6778.html
544	http://web.phonetik.uni-frankfurt.de/L/L6746.html
545	http://web.phonetik.uni-frankfurt.de/L/L2020.html
546	http://web.phonetik.uni-frankfurt.de/L/L6811.html
547	http://web.phonetik.uni-frankfurt.de/L/L6779.html
548	http://web.phonetik.uni-frankfurt.de/L/L6861.html
549	http://web.phonetik.uni-frankfurt.de/L/L2155.html
550	http://web.phonetik.uni-frankfurt.de/L/L6833.html
551	http://web.phonetik.uni-frankfurt.de/L/L2415.html
552	http://web.phonetik.uni-frankfurt.de/L/L4358.html
553	http://web.phonetik.uni-frankfurt.de/L/L2011.html
554	http://web.phonetik.uni-frankfurt.de/L/L8607.html
555	http://web.phonetik.uni-frankfurt.de/L/L4354.html
556	http://web.phonetik.uni-frankfurt.de/L/L6829.html
557	http://web.phonetik.uni-frankfurt.de/L/L8626.html
558	http://web.phonetik.uni-frankfurt.de/L/L8618.html
559	http://web.phonetik.uni-frankfurt.de/L/L8645.html
560	http://web.phonetik.uni-frankfurt.de/L/L2403.html
561	http://web.phonetik.uni-frankfurt.de/L/L2507.html
562	http://web.phonetik.uni-frankfurt.de/L/L2407.html
563	http://web.phonetik.uni-frankfurt.de/L/L6841.html
564	http://web.phonetik.uni-frankfurt.de/L/L4213.html
565	http://web.phonetik.uni-frankfurt.de/L/L6831.html
566	http://web.phonetik.uni-frankfurt.de/L/L2906.html
567	http://web.phonetik.uni-frankfurt.de/L/L6821.html
568	http://web.phonetik.uni-frankfurt.de/L/L2902.html
569	http://web.phonetik.uni-frankfurt.de/L/L4109.html
570	http://web.phonetik.uni-frankfurt.de/L/L4211.html
571	http://web.phonetik.uni-frankfurt.de/L/L2437.html
572	http://web.phonetik.uni-frankfurt.de/L/L2425.html
573	http://web.phonetik.uni-frankfurt.de/L/L2414.html
574	http://web.phonetik.uni-frankfurt.de/L/L2400.html
575	http://web.phonetik.uni-frankfurt.de/L/L4357.html
576	http://web.phonetik.uni-frankfurt.de/L/L4351.html
577	http://web.phonetik.uni-frankfurt.de/L/L8351.html
578	http://web.phonetik.uni-frankfurt.de/L/L2431.html
579	http://web.phonetik.uni-frankfurt.de/L/L6102.html
580	http://web.phonetik.uni-frankfurt.de/L/L4142.html
581	http://web.phonetik.uni-frankfurt.de/L/L4210.html
582	http://web.phonetik.uni-frankfurt.de/L/L8601.html
583	http://web.phonetik.uni-frankfurt.de/L/L6812.html
584	http://web.phonetik.uni-frankfurt.de/L/L2426.html
585	http://web.phonetik.uni-frankfurt.de/L/L6713.html
586	http://web.phonetik.uni-frankfurt.de/L/L4112.html
587	http://web.phonetik.uni-frankfurt.de/L/L6772.html
588	http://web.phonetik.uni-frankfurt.de/L/L6865.html
589	http://web.phonetik.uni-frankfurt.de/L/L8623.html
590	http://web.phonetik.uni-frankfurt.de/L/L6752.html
591	http://web.phonetik.uni-frankfurt.de/L/L4355.html
592	http://web.phonetik.uni-frankfurt.de/L/L6774.html
593	http://web.phonetik.uni-frankfurt.de/L/L2418.html
594	http://web.phonetik.uni-frankfurt.de/L/L6847.html
595	http://web.phonetik.uni-frankfurt.de/L/L4375.html
596	http://web.phonetik.uni-frankfurt.de/L/L6758.html
597	http://web.phonetik.uni-frankfurt.de/L/L2158.html
598	http://web.phonetik.uni-frankfurt.de/L/L6740.html
599	http://web.phonetik.uni-frankfurt.de/L/L2165.html
600	http://web.phonetik.uni-frankfurt.de/L/L6712.html
601	http://web.phonetik.uni-frankfurt.de/L/L8374.html
602	http://web.phonetik.uni-frankfurt.de/L/L2300.html
603	http://web.phonetik.uni-frankfurt.de/L/L2175.html
604	http://web.phonetik.uni-frankfurt.de/L/L8640.html
605	http://web.phonetik.uni-frankfurt.de/L/L2303.html
606	http://web.phonetik.uni-frankfurt.de/L/L8373.html
607	http://web.phonetik.uni-frankfurt.de/L/L6760.html
608	http://web.phonetik.uni-frankfurt.de/L/L6822.html
609	http://web.phonetik.uni-frankfurt.de/L/L6852.html
610	http://web.phonetik.uni-frankfurt.de/L/L8628.html
611	http://web.phonetik.uni-frankfurt.de/L/L6755.html
612	http://web.phonetik.uni-frankfurt.de/L/L8358.html
613	http://web.phonetik.uni-frankfurt.de/L/L6709.html
614	http://web.phonetik.uni-frankfurt.de/L/L6753.html
615	http://web.phonetik.uni-frankfurt.de/L/L8615.html
616	http://web.phonetik.uni-frankfurt.de/L/L8630.html
617	http://web.phonetik.uni-frankfurt.de/L/L8633.html
618	http://web.phonetik.uni-frankfurt.de/L/L4107.html
619	http://web.phonetik.uni-frankfurt.de/L/L8637.html
620	http://web.phonetik.uni-frankfurt.de/L/L8348.html
621	http://web.phonetik.uni-frankfurt.de/L/L4218.html
622	http://web.phonetik.uni-frankfurt.de/L/L2503.html
623	http://web.phonetik.uni-frankfurt.de/L/L8372.html
624	http://web.phonetik.uni-frankfurt.de/L/L6763.html
625	http://web.phonetik.uni-frankfurt.de/L/L4220.html
626	http://web.phonetik.uni-frankfurt.de/L/L4103.html
627	http://web.phonetik.uni-frankfurt.de/L/L4102.html
628	http://web.phonetik.uni-frankfurt.de/L/L6839.html
629	http://web.phonetik.uni-frankfurt.de/L/L6739.html
630	http://web.phonetik.uni-frankfurt.de/L/L6843.html
